county,state,pct_lead,winner,latitude,longitude
porter,indiana,0.0678,Trump,41.6925,-86.9775
portsmouth (city),virginia,0.3649,Clinton,36.8695,-76.3869
posey,indiana,0.3918,Trump,38.2069,-87.9166
pottawatomie,oklahoma,0.483,Trump,35.4262,-97.079
pottawattamie,iowa,0.2155,Trump,41.5339,-95.4469
potter,texas,0.5343,Trump,35.4015,-101.8951
powell,montana,0.4695,Trump,47.0067,-113.0905
power,idaho,0.3507,Trump,42.6352,-112.9458
poweshiek,iowa,0.0685,Trump,41.808,-92.3538
powhatan,virginia,0.4655,Trump,37.5421,-77.9189
prairie,montana,0.4916,Trump,46.829,-105.3706
pratt,kansas,0.54,Trump,37.7847,-98.9017
preble,ohio,0.5399,Trump,39.9029,-84.4887
prentiss,mississippi,0.5653,Trump,34.6694,-88.5443
presidio,texas,0.3658,Clinton,30.293,-104.0848
presque isle,michigan,0.2892,Trump,45.4309,-84.0854
preston,west virginia,0.5582,Trump,39.6454,-79.6159
price,wisconsin,0.2501,Trump,45.9363,-90.4246
prince edward,virginia,0.0539,Clinton,37.3058,-78.5462
prince george,virginia,0.1696,Trump,37.2447,-77.3341
prince george's,maryland,0.8099,Clinton,39.1077,-76.872
prince william,virginia,0.2004,Clinton,38.8674,-77.6445
providence,rhode island,0.2117,Clinton,42.0002,-71.5631
prowers,colorado,0.4691,Trump,38.159,-102.7147
pueblo,colorado,0.0033,Clinton,38.387,-104.7792
pulaski,virginia,0.2565,Clinton,37.2048,-80.6205
pushmataha,oklahoma,0.6319,Trump,34.6622,-95.2362
putnam,west virginia,0.4336,Trump,38.62,-81.7678
quay,new mexico,0.3342,Trump,35.618,-103.1317
queen anne's,maryland,0.3611,Trump,39.233,-75.9195
queens,new york,0.534,Clinton,40.7928,-73.7767
quitman,mississippi,0.3892,Clinton,34.3932,-90.2565
rabun,georgia,0.6094,Trump,34.9777,-83.3199
racine,wisconsin,0.044,Trump,42.8295,-87.9228
radford (city),virginia,0.0474,Clinton,37.1387,-80.548
rains,texas,0.7127,Trump,32.9007,-95.8903
raleigh,west virginia,0.5278,Trump,37.9622,-81.4968
ralls,missouri,0.5376,Trump,39.65,-91.2705
ramsey,north dakota,0.041,Clinton,48.5229,-98.6543
randall,texas,0.6511,Trump,35.1697,-101.9266
randolph,west virginia,0.2211,Clinton,39.0964,-79.7896
rankin,mississippi,0.5285,Trump,32.4983,-89.8686
ransom,north dakota,0.161,Trump,46.6079,-97.6106
rappahannock,virginia,0.178,Trump,38.8537,-78.1412
ravalli,montana,0.3846,Trump,46.631,-114.0945
ray,missouri,0.3706,Trump,39.4401,-94.1966
red lake,minnesota,0.3212,Trump,47.9113,-95.9646
red river,texas,0.5394,Trump,33.8361,-95.1487
red willow,nebraska,0.7061,Trump,40.2581,-100.2908
redwood,minnesota,0.4296,Trump,44.6055,-95.3178
reeves,texas,0.076,Clinton,31.864,-103.9297
refugio,texas,0.2703,Trump,28.4587,-96.8928
reno,kansas,0.3595,Trump,38.1412,-98.0674
rensselaer,new york,0.0287,Trump,42.9601,-73.4497
renville,north dakota,0.3667,Trump,48.9576,-101.697
republic,kansas,0.6533,Trump,39.9582,-97.4243
reynolds,missouri,0.6141,Trump,37.5473,-90.9917
rhea,tennessee,0.6128,Trump,35.7608,-84.8615
rice,minnesota,0.2954,Trump,44.5003,-93.3826
richardson,nebraska,0.5144,Trump,40.2325,-95.6895
richland,wisconsin,0.1665,Clinton,43.4987,-90.2796
richmond,virginia,0.0437,Clinton,37.9695,-76.7665
riley,kansas,0.0452,Trump,39.4879,-96.7828
ringgold,iowa,0.3975,Trump,40.8516,-94.1908
rio arriba,new mexico,0.4022,Clinton,36.8962,-106.5829
rio blanco,colorado,0.6837,Trump,40.0828,-108.7991
rio grande,colorado,0.1959,Trump,37.6725,-106.6125
ripley,missouri,0.6259,Trump,36.6704,-90.6335
ritchie,west virginia,0.7143,Trump,39.2969,-81.0621
riverside,california,0.0255,Clinton,34.0033,-117.445
roane,west virginia,0.502,Trump,38.8889,-81.4399
roanoke,virginia,0.2806,Trump,37.3696,-80.1284
roanoke (city),virginia,0.1763,Clinton,37.3029,-79.9322
roberts,texas,0.1552,Trump,35.7193,-100.7027
robertson,texas,0.4028,Trump,31.156,-96.6697
robeson,north carolina,0.0486,Trump,35.216,-80.8358
rock,wisconsin,0.1188,Clinton,42.8386,-89.0642
rock island,illinois,0.084,Clinton,41.6928,-90.3071
rockbridge,virginia,0.2962,Trump,37.9878,-79.4773
rockcastle,kentucky,0.7019,Trump,37.4234,-84.3022
rockdale,georgia,0.2592,Clinton,33.7192,-84.0021
rockingham,virginia,0.2446,Trump,38.7925,-78.9668
rockland,new york,0.0509,Clinton,41.2598,-73.9892
rockwall,texas,0.4747,Trump,32.9628,-96.3648
rogers,oklahoma,0.5633,Trump,36.5429,-95.7142
rolette,north dakota,0.2422,Clinton,48.9366,-99.7648
rooks,kansas,0.7258,Trump,39.4431,-99.1037
roosevelt,new mexico,0.2243,Trump,34.252,-103.5827
roscommon,michigan,0.2956,Trump,44.4839,-84.6601
roseau,minnesota,0.4628,Trump,48.9111,-95.3538
rosebud,montana,0.3683,Trump,46.73,-106.2011
ross,ohio,0.2738,Trump,39.4904,-83.1563
routt,colorado,0.1697,Clinton,40.7268,-106.9215
rowan,north carolina,0.2993,Trump,35.7901,-80.6051
runnels,texas,0.7407,Trump,32.0318,-100.1183
rush,kansas,0.5222,Trump,38.6557,-99.3203
rusk,wisconsin,0.4637,Trump,45.5241,-90.7114
russell,virginia,0.3391,Clinton,37.0738,-81.9084
rutherford,tennessee,0.385,Trump,36.0127,-86.56
rutland,vermont,0.0418,Clinton,43.8278,-73.0537
sabine,texas,0.7277,Trump,31.5033,-93.8778
sac,iowa,0.4698,Trump,42.518,-95.0939
sacramento,california,0.2233,Clinton,38.7233,-121.4497
sagadahoc,maine,0.0637,Clinton,44.1042,-69.8211
saginaw,michigan,0.0114,Trump,43.5161,-84.1822
saguache,colorado,0.0872,Clinton,38.4033,-106.4161
salem,new jersey,0.1536,Trump,39.7435,-75.412
salem (city),virginia,0.2484,Trump,37.2884,-80.0671
saline,nebraska,0.3943,Trump,40.6499,-97.1056
salt lake,utah,0.1251,Clinton,40.7869,-111.9008
saluda,south carolina,0.3173,Trump,34.0175,-81.7754
sampson,north carolina,0.1667,Trump,35.2301,-78.3594
san augustine,texas,0.4807,Trump,31.5152,-94.1326
san benito,california,0.2036,Clinton,36.8586,-121.3982
san bernardino,california,0.0877,Clinton,35.7627,-117.3728
san diego,california,0.1703,Clinton,33.3777,-117.0717
san jacinto,texas,0.5838,Trump,30.7593,-95.2295
san joaquin,california,0.1131,Clinton,38.2261,-121.4236
san juan,washington,0.0631,Clinton,48.6968,-122.9055
san luis obispo,california,0.0842,Clinton,35.9004,-120.5929
san mateo,california,0.5721,Clinton,37.7058,-122.4619
san miguel,new mexico,0.4477,Clinton,35.8226,-105.3147
san patricio,texas,0.2408,Trump,28.0802,-97.8097
san saba,texas,0.7357,Trump,31.3003,-98.9128
sanders,montana,0.5196,Trump,48.0768,-115.8582
sandoval,new mexico,0.0271,Clinton,36.2092,-107.4578
sandusky,ohio,0.2296,Trump,41.4512,-83.3646
sangamon,illinois,0.0943,Trump,39.9542,-89.5487
sanilac,michigan,0.4455,Trump,43.6814,-82.7299
sanpete,utah,0.5533,Trump,39.63,-111.6352
santa barbara,california,0.2825,Clinton,34.9967,-119.8238
santa clara,california,0.5238,Clinton,37.4443,-122.1497
santa cruz,california,0.5095,Clinton,37.1547,-122.1365
santa fe,new mexico,0.5081,Clinton,35.986,-106.0318
santa rosa,florida,0.5345,Trump,30.8985,-87.1332
sarasota,florida,0.1157,Trump,27.3688,-82.5268
saratoga,new york,0.0436,Trump,43.3173,-73.8482
sargent,north dakota,0.1997,Trump,46.2519,-97.8326
sarpy,nebraska,0.2178,Trump,41.1814,-96.0658
sauk,wisconsin,0.0053,Clinton,43.5939,-89.7912
saunders,nebraska,0.4697,Trump,41.4178,-96.7862
sawyer,wisconsin,0.2291,Trump,45.9552,-91.2783
schenectady,new york,0.0584,Clinton,42.88,-73.9913
schley,georgia,0.561,Trump,32.239,-84.3039
schoharie,new york,0.3469,Trump,42.7648,-74.4569
schoolcraft,michigan,0.286,Trump,46.388,-85.9708
schuyler,new york,0.4508,Trump,42.4966,-76.8786
schuylkill,pennsylvania,0.4337,Trump,40.9395,-76.1716
scioto,ohio,0.3681,Trump,38.9577,-83.2365
scotland,north carolina,0.2452,Clinton,34.9044,-79.3959
scott,virginia,0.3737,Clinton,36.8242,-82.496
scotts bluff,nebraska,0.4894,Trump,41.9681,-103.9182
screven,georgia,0.1763,Trump,32.7439,-81.6287
scurry,texas,0.6976,Trump,32.853,-101.103
searcy,arkansas,0.6315,Trump,36.0675,-92.8864
sebastian,arkansas,0.3759,Trump,35.4051,-94.3872
sedgwick,kansas,0.1914,Trump,37.8866,-97.5166
seminole,oklahoma,0.228,Trump,35.3405,-96.4546
seneca,ohio,0.2134,Trump,41.2512,-83.306
sequatchie,tennessee,0.5969,Trump,35.3842,-85.3925
sequoyah,oklahoma,0.5422,Trump,35.5972,-94.8094
sevier,utah,0.5556,Trump,39.0061,-111.8619
seward,nebraska,0.3886,Trump,41.0007,-97.0745
shannon,south dakota,0.5609,Trump,43.425,-102.1765
sharkey,mississippi,0.3484,Clinton,33.0662,-90.8684
sharp,arkansas,0.5428,Trump,36.3227,-91.411
shasta,california,0.3734,Trump,41.1103,-122.3161
shawano,wisconsin,0.3394,Trump,45.0062,-89.0474
shawnee,kansas,0.0283,Trump,39.1451,-95.9553
sheboygan,wisconsin,0.167,Trump,43.8436,-87.9767
shelby,texas,0.1678,Clinton,31.944,-94.0608
shenandoah,virginia,0.4332,Trump,39.0808,-78.3913
sherburne,minnesota,0.3703,Trump,45.5402,-93.8154
sheridan,wyoming,0.5941,Trump,44.965,-107.3254
sherman,texas,0.6713,Trump,36.5055,-101.7829
shiawassee,michigan,0.1963,Trump,43.1388,-83.9851
shoshone,idaho,0.3736,Trump,47.6271,-115.8585
sibley,minnesota,0.4192,Trump,44.6791,-94.0083
sierra,new mexico,0.2715,Trump,33.397,-107.4509
silver bow,montana,0.1414,Clinton,46.0058,-112.6861
simpson,mississippi,0.3352,Trump,32.0016,-89.9672
sioux,north dakota,0.6934,Trump,46.3874,-100.5975
siskiyou,california,0.2145,Trump,41.9316,-121.4347
skagit,washington,0.0662,Clinton,48.562,-122.4134
skamania,washington,0.1301,Trump,45.7493,-121.8351
smith,texas,0.5457,Trump,32.5062,-95.4006
smyth,virginia,0.5525,Trump,36.9546,-81.673
snohomish,washington,0.1669,Clinton,48.2395,-121.5892
snyder,pennsylvania,0.4726,Trump,40.8598,-77.0553
socorro,new mexico,0.1006,Clinton,34.485,-106.7591
solano,california,0.2958,Clinton,38.4403,-121.8088
somerset,pennsylvania,0.2219,Clinton,40.268,-78.9156
somervell,texas,0.6878,Trump,32.2812,-97.7065
sonoma,california,0.4791,Clinton,38.7931,-123.0074
southampton,virginia,0.1623,Trump,36.9071,-76.8861
spalding,georgia,0.2425,Trump,33.3453,-84.2898
spartanburg,south carolina,0.2998,Trump,35.1565,-82.2115
spencer,kentucky,0.4691,Trump,38.0471,-85.3829
spink,south dakota,0.3169,Trump,45.243,-98.5629
spokane,washington,0.083,Trump,48.0205,-117.2963
spotsylvania,virginia,0.1677,Trump,38.271,-77.6447
stafford,virginia,0.3616,Trump,38.5086,-77.543
stanislaus,california,0.0127,Trump,37.7741,-120.8377
stanly,north carolina,0.5018,Trump,35.4849,-80.2884
stanton,nebraska,0.6391,Trump,41.9761,-97.0779
stark,ohio,0.4124,Trump,40.9836,-81.1497
starke,indiana,0.4203,Trump,41.3931,-86.5948
starr,texas,0.6012,Clinton,26.7167,-98.4539
staunton (city),virginia,0.018,Clinton,38.1593,-79.0629
ste. genevieve,missouri,0.3493,Trump,38.0451,-90.2805
stearns,minnesota,0.2791,Trump,45.7281,-94.9682
steele,north dakota,0.2604,Trump,47.6062,-97.9051
stephens,texas,0.6904,Trump,32.7532,-98.9099
stephenson,illinois,0.1697,Trump,42.4838,-89.806
steuben,new york,0.4047,Trump,42.5596,-77.4669
stevens,washington,0.4485,Trump,48.9247,-117.7931
stewart,tennessee,0.1371,Clinton,36.6226,-87.8614
stillwater,montana,0.5647,Trump,45.9795,-109.2761
stoddard,missouri,0.6931,Trump,37.0922,-89.9106
stokes,north carolina,0.5559,Trump,36.5132,-80.2103
stone,missouri,0.5753,Trump,36.9305,-93.4965
storey,nevada,0.3377,Trump,39.2965,-119.6587
story,iowa,0.1222,Clinton,42.1835,-93.5988
strafford,new hampshire,0.0857,Clinton,43.5025,-70.9697
stutsman,north dakota,0.4249,Trump,47.2726,-98.7206
sublette,wyoming,0.6434,Trump,43.2238,-110.3353
suffolk,new york,0.2699,Clinton,41.2639,-72.0178
sullivan,tennessee,0.3,Trump,36.5951,-82.1887
summers,west virginia,0.4658,Trump,37.8101,-80.9231
summit,utah,0.1534,Clinton,41.0186,-111.5011
sumner,tennessee,0.4655,Trump,36.632,-86.539
sumter,south carolina,0.0537,Clinton,34.1085,-80.4945
sunflower,mississippi,0.4031,Clinton,33.9632,-90.4784
surry,virginia,0.2216,Clinton,37.2279,-76.9641
susquehanna,pennsylvania,0.4286,Trump,41.9766,-76.1185
sussex,virginia,0.0587,Clinton,37.0508,-77.2124
sutter,california,0.1706,Trump,39.2601,-121.6923
suwannee,florida,0.5529,Trump,30.2956,-82.9844
swain,north carolina,0.2292,Trump,35.5094,-83.3144
sweet grass,montana,0.5683,Trump,46.104,-109.7808
sweetwater,wyoming,0.5354,Trump,42.2327,-107.5633
swift,minnesota,0.2582,Trump,45.3763,-95.6787
swisher,texas,0.552,Trump,34.7219,-101.8256
switzerland,indiana,0.4473,Trump,38.876,-85.0719
talbot,maryland,0.0779,Clinton,38.9281,-76.0814
talladega,alabama,0.2555,Trump,33.6059,-86.1112
tallahatchie,mississippi,0.1491,Clinton,34.1263,-90.0044
tallapoosa,alabama,0.4159,Trump,33.0335,-85.7538
tama,iowa,0.2055,Trump,42.2643,-92.693
taney,missouri,0.5929,Trump,36.7704,-93.2148
taos,new mexico,0.5193,Clinton,36.942,-105.4545
tarrant,texas,0.087,Trump,32.9557,-97.3372
tate,mississippi,0.3144,Trump,34.6959,-89.8288
tattnall,georgia,0.4963,Trump,32.2642,-82.1333
taylor,wisconsin,0.3654,Trump,45.353,-90.8012
tazewell,virginia,0.495,Trump,37.3054,-81.3425
tehama,california,0.3609,Trump,40.4331,-121.8365
telfair,georgia,0.2994,Trump,32.0781,-82.9178
teller,colorado,0.4248,Trump,38.9969,-105.0623
terrell,texas,0.0945,Clinton,30.1221,-102.3974
teton,wyoming,0.0815,Clinton,43.9509,-110.5532
texas,oklahoma,0.6536,Trump,36.9558,-101.0594
thayer,nebraska,0.5752,Trump,40.3302,-97.5573
thomas,nebraska,0.432,Trump,41.9901,-100.8073
thurston,washington,0.0325,Clinton,47.1126,-122.7794
tift,georgia,0.3741,Trump,31.5439,-83.5509
tillamook,oregon,0.0592,Trump,45.7216,-123.9049
tillman,oklahoma,0.4756,Trump,34.5098,-99.1315
tioga,pennsylvania,0.4125,Trump,41.9882,-77.3134
tippah,mississippi,0.5878,Trump,34.9527,-88.9053
tippecanoe,indiana,0.0566,Trump,40.5248,-86.8238
tipton,tennessee,0.4969,Trump,35.5598,-89.6501
tishomingo,mississippi,0.7373,Trump,34.8579,-88.307
titus,texas,0.4214,Trump,33.2432,-94.8747
todd,south dakota,0.0484,Clinton,43.3633,-100.3809
tolland,connecticut,0.0579,Clinton,41.9978,-72.4583
tom green,texas,0.4792,Trump,31.6453,-100.716
tompkins,new york,0.4214,Clinton,42.5855,-76.3633
tooele,utah,0.3003,Trump,40.7329,-113.9918
toole,montana,0.5415,Trump,48.9961,-111.9606
toombs,georgia,0.4693,Trump,32.1934,-82.4067
torrance,new mexico,0.3062,Trump,35.0095,-105.6692
towns,georgia,0.6201,Trump,34.9588,-83.8688
traill,north dakota,0.265,Trump,47.638,-97.4325
transylvania,north carolina,0.2248,Trump,35.2599,-82.6695
travis,texas,0.3886,Clinton,30.449,-97.9669
trempealeau,wisconsin,0.127,Trump,44.5985,-91.4804
treutlen,georgia,0.3511,Trump,32.3869,-82.5871
trigg,kentucky,0.4953,Trump,36.9496,-87.6648
trimble,kentucky,0.4995,Trump,38.6925,-85.3659
trinity,texas,0.3941,Trump,31.258,-95.0399
tripp,south dakota,0.611,Trump,43.6439,-99.6918
troup,georgia,0.2344,Trump,33.1644,-84.9309
trousdale,tennessee,0.3679,Trump,36.3947,-86.1704
trumbull,ohio,0.0641,Trump,41.4584,-80.9551
tucker,west virginia,0.5217,Trump,39.1505,-79.503
tulare,california,0.1623,Trump,36.8432,-119.6518
tulsa,oklahoma,0.2285,Trump,36.3701,-95.8469
tunica,mississippi,0.5016,Clinton,34.8093,-90.3052
tuolumne,california,0.1893,Trump,38.2042,-120.0101
turner,south dakota,0.341,Trump,43.5207,-97.212
tuscaloosa,alabama,0.1953,Trump,33.3992,-87.5599
tuscarawas,ohio,0.3545,Trump,40.6442,-81.3653
tuscola,michigan,0.3795,Trump,43.6543,-83.2628
twiggs,georgia,0.0158,Trump,32.7411,-83.3859
twin falls,idaho,0.4458,Trump,42.6008,-114.7825
tyler,west virginia,0.6723,Trump,39.5584,-80.9818
uinta,wyoming,0.6149,Trump,41.3291,-110.2926
uintah,utah,0.6888,Trump,40.468,-109.9307
ulster,new york,0.0914,Clinton,42.1443,-74.4899
umatilla,oregon,0.3564,Trump,45.9486,-118.3912
unicoi,tennessee,0.6149,Trump,36.2066,-82.322
union,tennessee,0.1553,Clinton,36.3685,-83.8127
upshur,west virginia,0.6371,Trump,39.0109,-80.3023
upson,georgia,0.3495,Trump,32.9717,-84.2424
utah,utah,0.3758,Trump,40.4616,-111.7689
uvalde,texas,0.108,Trump,29.5972,-99.5585
val verde,texas,0.0789,Clinton,29.8085,-101.5587
valencia,new mexico,0.0859,Trump,34.8964,-107.5817
valley,nebraska,0.4573,Trump,41.6808,-99.0062
van buren,tennessee,0.3571,Trump,35.7279,-85.4287
van wert,ohio,0.564,Trump,40.9892,-84.5845
van zandt,texas,0.7213,Trump,32.7283,-96.0079
vance,north carolina,0.2461,Clinton,36.4946,-78.4236
vanderburgh,indiana,0.1686,Trump,38.1081,-87.5589
venango,pennsylvania,0.4239,Trump,41.5867,-79.5685
ventura,california,0.1609,Clinton,34.448,-119.2429
vermilion,louisiana,0.2922,Trump,30.0722,-92.107
vermillion,indiana,0.3515,Trump,40.0737,-87.4648
vernon,wisconsin,0.3135,Trump,43.7218,-91.0143
victoria,texas,0.3999,Trump,28.9543,-97.0906
vigo,indiana,0.1517,Trump,39.6006,-87.4196
vilas,wisconsin,0.2527,Trump,46.2,-89.7387
vinton,ohio,0.4574,Trump,39.3884,-82.3892
virginia beach (city),virginia,0.0445,Trump,36.9216,-76.0171
volusia,florida,0.1305,Trump,29.3222,-81.0584
wabash,indiana,0.5227,Trump,41.0356,-85.7358
wabasha,minnesota,0.2655,Trump,44.4305,-92.2838
wabaunsee,kansas,0.4746,Trump,39.0803,-96.1818
wadena,minnesota,0.4573,Trump,46.7572,-95.0714
wagoner,oklahoma,0.5202,Trump,36.2806,-95.6039
wahkiakum,washington,0.216,Trump,46.3535,-123.5888
wake,north carolina,0.205,Clinton,35.9815,-78.5392
wakulla,florida,0.4014,Trump,30.334,-84.287
waldo,maine,0.0028,Clinton,44.6848,-69.38
walker,texas,0.5186,Trump,30.8476,-95.3904
walla walla,washington,0.1617,Trump,46.3539,-118.4097
waller,texas,0.2861,Trump,30.092,-96.0716
wallowa,oregon,0.4137,Trump,45.5717,-117.5357
walsh,north dakota,0.4017,Trump,48.5198,-97.6183
walthall,mississippi,0.1521,Trump,31.1466,-90.1169
walton,georgia,0.5644,Trump,33.8386,-83.7104
walworth,wisconsin,0.3955,Trump,42.8272,-88.7429
wapello,iowa,0.208,Trump,41.1533,-92.6221
ward,texas,0.516,Trump,31.5813,-102.9003
ware,georgia,0.4174,Trump,31.2506,-82.6441
warren,virginia,0.0803,Clinton,39.0048,-78.2478
warrick,indiana,0.3393,Trump,38.2053,-87.4179
wasatch,utah,0.2536,Trump,40.5093,-111.4776
wasco,oregon,0.0966,Trump,45.6508,-121.379
waseca,minnesota,0.3266,Trump,44.1168,-93.7095
washakie,wyoming,0.6404,Trump,44.0138,-107.9563
washburn,wisconsin,0.2341,Trump,46.1044,-91.8506
washington,wisconsin,0.1676,Clinton,43.5214,-88.1925
washita,oklahoma,0.705,Trump,35.4545,-99.1698
washoe,nevada,0.0119,Clinton,40.6525,-119.3565
washtenaw,michigan,0.415,Clinton,42.4289,-83.7828
watauga,north carolina,0.015,Clinton,36.3194,-81.7476
watonwan,minnesota,0.1919,Trump,44.0727,-94.5795
waukesha,wisconsin,0.2807,Trump,43.1789,-88.1173
waupaca,wisconsin,0.3025,Trump,44.6794,-88.8767
waushara,wisconsin,0.3233,Trump,44.2091,-89.4559
wayne,west virginia,0.1937,Clinton,38.4192,-82.4452
waynesboro (city),virginia,0.1136,Trump,38.0774,-78.9035
weakley,tennessee,0.5138,Trump,36.4796,-88.6926
webb,texas,0.5161,Clinton,27.6357,-99.5923
weber,utah,0.1996,Trump,41.3303,-111.8558
webster,west virginia,0.421,Trump,38.6526,-80.3837
weld,colorado,0.2244,Trump,40.9751,-104.3053
wells,north dakota,0.5653,Trump,47.7035,-99.7478
westchester,new york,0.3277,Clinton,41.3477,-73.661
westmoreland,virginia,0.1916,Trump,38.1792,-76.9959
weston,wyoming,0.781,Trump,44.0893,-104.6352
wetzel,west virginia,0.5029,Trump,39.6917,-80.4746
wexford,michigan,0.3642,Trump,44.5199,-85.6935
wharton,texas,0.4019,Trump,29.5353,-96.2303
whatcom,washington,0.1747,Clinton,48.9937,-122.7471
wheeler,texas,0.5977,Trump,35.6059,-100.1007
white,tennessee,0.5696,Trump,35.9439,-85.4392
white pine,nevada,0.5343,Trump,39.4034,-114.7791
whiteside,illinois,0.0632,Trump,41.8522,-90.1507
whitfield,georgia,0.4476,Trump,34.9326,-84.9458
whitley,kentucky,0.6041,Trump,36.9374,-84.1031
whitman,washington,0.0206,Clinton,47.2288,-117.4727
wichita,texas,0.4974,Trump,34.086,-98.5708
wicomico,maryland,0.1164,Trump,38.5389,-75.7192
wilbarger,texas,0.5752,Trump,34.3452,-99.4196
wilcox,georgia,0.0053,Clinton,32.0907,-83.5158
wilkes,north carolina,0.3531,Trump,36.3562,-80.9317
wilkin,minnesota,0.377,Trump,46.555,-96.6149
wilkinson,mississippi,0.1316,Clinton,31.1459,-91.3076
will,illinois,0.0567,Clinton,41.7199,-88.2548
willacy,texas,0.369,Clinton,26.5548,-97.425
williams,ohio,0.5477,Trump,41.6656,-84.5363
williamsburg,south carolina,0.338,Clinton,33.7886,-79.848
williamsburg (city),virginia,0.4351,Clinton,37.3105,-76.7468
williamson,texas,0.2641,Trump,30.8119,-97.5942
wilson,texas,0.2695,Clinton,29.3509,-98.113
winchester (city),virginia,0.0355,Clinton,39.1858,-78.1827
windham,vermont,0.1704,Clinton,43.2281,-72.788
windsor,vermont,0.3213,Clinton,43.8804,-72.8159
winkler,texas,0.5249,Trump,31.855,-103.0913
winnebago,wisconsin,0.1359,Trump,44.2112,-88.4175
winneshiek,iowa,0.0083,Trump,43.4638,-91.6899
winona,minnesota,0.0292,Trump,44.1361,-91.9745
winston,mississippi,0.4689,Trump,33.1058,-89.0287
wirt,west virginia,0.6307,Trump,39.0566,-81.3989
wise,virginia,0.6584,Trump,37.0927,-82.6016
wolfe,kentucky,0.3988,Trump,37.7981,-83.421
wood,wisconsin,0.4165,Trump,44.6689,-90.1718
woodbury,iowa,0.1986,Trump,42.5469,-96.3617
woodford,kentucky,0.3142,Trump,38.1487,-84.6928
woodruff,arkansas,0.0885,Trump,35.2788,-91.3527
woods,oklahoma,0.6613,Trump,36.809,-99.1319
woodward,oklahoma,0.7207,Trump,36.5722,-99.5738
worcester,massachusetts,0.1048,Clinton,42.6789,-72.0475
worth,missouri,0.3821,Trump,40.4928,-94.5701
wright,missouri,0.5113,Trump,37.4947,-92.6001
wyandot,ohio,0.4677,Trump,40.9752,-83.2637
wyandotte,kansas,0.2912,Clinton,39.1434,-94.7856
wyoming,west virginia,0.5481,Trump,37.744,-81.575
wythe,virginia,0.5493,Trump,36.9407,-81.0941
yadkin,north carolina,0.6153,Trump,36.234,-80.6357
yakima,washington,0.1829,Trump,46.8058,-120.9921
yalobusha,mississippi,0.1307,Trump,34.1525,-89.638
yamhill,oregon,0.0877,Trump,45.335,-123.2036
yancey,north carolina,0.3249,Trump,35.9956,-82.2879
yankton,south dakota,0.2447,Trump,43.0394,-97.5956
yates,new york,0.2185,Trump,42.7597,-77.2395
yavapai,arizona,0.3142,Trump,35.3212,-112.9548
yazoo,mississippi,0.066,Clinton,32.8594,-90.4031
yell,arkansas,0.487,Trump,35.1955,-93.1873
yellow medicine,minnesota,0.3537,Trump,44.8087,-95.5516
yellowstone,montana,0.2705,Trump,46.1302,-107.5958
yoakum,texas,0.5963,Trump,33.1894,-102.8294
yolo,california,0.4204,Clinton,38.8953,-122.3079
york,virginia,0.2591,Clinton,37.3407,-76.7544
young,texas,0.7461,Trump,33.3601,-98.7427
yuba,california,0.2515,Trump,39.687,-121.045
yuma,colorado,0.3552,Trump,40.1301,-102.7072
zapata,texas,0.328,Clinton,27.1583,-99.3202
zavala,texas,0.5726,Clinton,28.9488,-99.8507
